model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType
finkel,25,3,4,200,8000,40000,10,9473,2.5861868204341913,1.563616974305794,1.5834992348116297,-0.5609293886832323,4,sampled..uniform,0.839227189,,1.4739095980970762
finkel,25,3,5,200,8000,40000,10,9697,7.380423837137336,2.1687261122955928,5.9906868084409854,-0.7789890835992421,4,sampled..uniform,0.955914314,,1.5758203063795555
finkel,25,3,6,200,8000,40000,10,10427,11.945694141072888,3.3694194954973993,9.521175322129075,-0.9449006765535856,4,sampled..uniform,0.796137147,,1.6336127354854926
finkel,25,3,7,200,8000,40000,10,15319,47.097159619274066,35.78259432373129,12.97436232119302,-1.6597970256502435,4,sampled..uniform,0.988471175,,4.060478645832827
finkel,25,3,8,200,8000,40000,10,28673,3659372761915697e11,3659372761915697e11,17.046124181327343,-5.893744489108098,4,sampled..uniform,0.756702593,,13.753554067766295
finkel,25,3,9,200,8000,40000,10,32799,1600883793055598e11,1600883793055598e11,14.2275701477452,-13.82348754500574,4,sampled..uniform,0.744374473,,48.6602583483651
finkel,25,3,10,200,8000,40000,10,29121,-3649844526061815e26,-3649844526061815e26,11.569777129694135,-10.6595158824362,4,sampled..uniform,0.971653857,,202.81994968448146
finkel,25,3,2,200,8000,40000,10,8310,0.9585633821866728,0.8446001210341822,0.3310855975725228,-0.21712233642003226,6,sampled..uniform,0.782697437,,1.4024934510060934
finkel,25,3,3,200,8000,40000,10,9666,1.956771132554935,0.9189431348977803,1.4063729677692747,-0.36854497011211973,6,sampled..uniform,1.033098323,,1.2993960187032467
finkel,25,3,4,200,8000,40000,10,9540,2.449816069057526,1.4747800797531068,1.5783113876581012,-0.6032753983536819,6,sampled..uniform,0.822362335,,1.4813283323919684
finkel,25,3,5,200,8000,40000,10,9860,6.291362632799989,2.293036405615573,4.743522677689538,-0.745196450505122,6,sampled..uniform,0.860075676,,1.655406183464569
finkel,25,3,6,200,8000,40000,10,10460,12.083525462088836,3.100535464565513,9.75009924761328,-0.7671092500899541,6,sampled..uniform,1.288109201,,1.882809916334935
finkel,25,3,7,200,8000,40000,10,14904,24.49837449618369,16.47320806304073,9.525440192702188,-1.5002737595592308,6,sampled..uniform,0.795363933,,3.941015009345273
finkel,25,3,8,200,8000,40000,10,29526,31877202726021185e10,31877202726021185e10,12.956570739700222,-5.854855491240319,6,sampled..uniform,1.006379277,,14.550814682196211
finkel,25,3,9,200,8000,40000,10,30982,,,,,6,sampled..uniform,0.741642232,SingularException
finkel,25,3,10,200,8000,40000,10,32341,11769129328931698e26,11769129328931698e26,20.077477998446334,-20.376454445288793,6,sampled..uniform,0.737932016,,214.9025650877599
finkel,25,3,2,200,8000,40000,50,18926,0.7287141985729817,0.4808662216914871,0.3018762980642072,-0.05402832118271264,1,sampled..uniform,1.870589008,,1.3896900816363509
finkel,25,3,3,200,8000,40000,50,13554,1.9294173126392447,0.6597214175841397,1.407001808310147,-0.13730591325504207,1,sampled..uniform,1.643825655,,1.4660384063110623
finkel,25,3,4,200,8000,40000,50,12502,2.5797497475541697,1.09866863352122,1.8202204488345877,-0.3391393348016377,1,sampled..uniform,1.878841697,,1.84241170417396
finkel,25,3,5,200,8000,40000,50,11674,7.66331718067764,1.643284937273922,6.567114775671535,-0.5470825322678176,1,sampled..uniform,1.57454928,,1.6906416791257226
finkel,25,3,6,200,8000,40000,50,12652,15.401955564801298,2.0029187356158307,14.048074933197995,-0.6490381040125257,1,sampled..uniform,1.778494559,,1.5106072369735157
finkel,25,3,7,200,8000,40000,50,24553,18.977681345209163,8.572662057060786,11.640440619269313,-1.2354213311209348,1,sampled..uniform,1.588548435,,3.4976291948600884
finkel,25,3,8,200,8000,40000,50,113427,24817891377108774e10,24817891377108774e10,15.054171026987174,-5.749376370354823,1,sampled..uniform,1.505705731,,12.401233623789334
finkel,25,3,9,200,8000,40000,50,141740,4989322015227259e10,4989322015227259e10,18.19702131429168,-6.600362439628506,1,sampled..uniform,1.546628056,,49.29420468215533
finkel,25,3,10,200,8000,40000,50,140739,-9580853997185382e25,-9580853997185382e25,25.86298123055816,-2.284558611713723,1,sampled..uniform,1.227858934,,205.30431062327355
finkel,25,3,2,200,8000,40000,50,18516,0.6812366564439127,0.3205446409245874,0.38956620210860593,-0.028874186589280607,2,sampled..uniform,1.890810576,,1.346437134400096
finkel,25,3,3,200,8000,40000,50,13307,2.0673077620622324,0.734045764834553,1.5321917220516146,-0.19892972482393495,2,sampled..uniform,1.623714044,,1.3690535663111303
finkel,25,3,4,200,8000,40000,50,12118,2.6946746438485873,1.1795153283350857,1.9330815343586278,-0.41792221884512615,2,sampled..uniform,1.602282569,,1.7300089855505778
finkel,25,3,5,200,8000,40000,50,12013,7.88670977343794,2.8127775501863477,5.800870249528115,-0.7269380262765213,2,sampled..uniform,1.868438246,,1.735828367281092
finkel,25,3,6,200,8000,40000,50,12567,12.847083268234638,2.6858111793339563,10.910581397302767,-0.7493093084020872,2,sampled..uniform,1.64497441,,1.6976505041031609
finkel,25,3,7,200,8000,40000,50,21565,29.157477411176217,19.502465061140875,11.054237553828731,-1.3992252037933868,2,sampled..uniform,1.711445687,,3.544865176717049
finkel,25,3,8,200,8000,40000,50,98784,3659372759175733e11,3659372759175733e11,9.95234067973254,-5.931544488517819,2,sampled..uniform,1.48135286,,12.441815809046629
finkel,25,3,9,200,8000,40000,50,145742,997174813807408e12,997174813807408e12,13.730655343018071,-7.302614261529682,2,sampled..uniform,1.372150345,,48.95697097282457
finkel,25,3,10,200,8000,40000,50,148232,2176013710761003e26,2176013710761003e26,19.201989146874066,-20.303412125155766,2,sampled..uniform,1.789815285,,194.65901432016489
finkel,25,3,2,200,8000,40000,50,18776,0.5830832926690098,0.3703627096577611,0.26252378155922623,-0.0498031985479774,4,sampled..uniform,1.758824006,,1.438630195505672
finkel,25,3,3,200,8000,40000,50,13435,1.838962973585493,0.7727990176910216,1.2831081877478911,-0.21694423185341943,4,sampled..uniform,1.837943394,,1.4553644056994801
finkel,25,3,4,200,8000,40000,50,11997,2.400498574353672,1.3008484810555259,1.551364515938853,-0.4517144226407068,4,sampled..uniform,1.628448908,,1.716180718851408
finkel,25,3,5,200,8000,40000,50,12189,7.7041126785647105,1.9049257297683992,6.445974357524358,-0.6467874087280463,4,sampled..uniform,1.620752436,,1.7965162455836632
finkel,25,3,6,200,8000,40000,50,12371,11.975100995291958,2.5509550959150937,10.112964600944734,-0.688818701567866,4,sampled..uniform,1.829111522,,1.5844754027961596
finkel,25,3,7,200,8000,40000,50,23361,18.318857738351916,9.301351711358086,10.28223960330258,-1.2647335763087486,4,sampled..uniform,1.526797532,,3.259111489179068
finkel,25,3,8,200,8000,40000,50,106730,,,,,4,sampled..uniform,1.727988943,SingularException
finkel,25,3,9,200,8000,40000,50,147726,,,,,4,sampled..uniform,1.392565225,SingularException
finkel,25,3,10,200,8000,40000,50,135347,,,,,4,sampled..uniform,1.208616807,SingularException
finkel,25,3,2,200,8000,40000,50,18626,0.6572077702643,0.2781967637569834,0.36771361713752915,0.011297389369787483,6,sampled..uniform,1.820304439,,1.3855721117704716
finkel,25,3,3,200,8000,40000,50,12536,1.7572677661340257,0.7764415524699371,1.2063004440910112,-0.22547423042692277,6,sampled..uniform,1.63234056,,1.3532448476942742
finkel,25,3,4,200,8000,40000,50,11835,2.391731881021727,1.4493585912471048,1.423907457212904,-0.48153416743828137,6,sampled..uniform,1.828259654,,1.6027461994909462
finkel,25,3,5,200,8000,40000,50,11869,7.357966480335757,1.6815846570134163,6.274555535256408,-0.5981737119340679,6,sampled..uniform,1.618380469,,1.5784347381186177
finkel,25,3,6,200,8000,40000,50,12205,14.197451209033936,2.0415437572661284,12.716402666809053,-0.5604952150412472,6,sampled..uniform,1.653946049,,1.4833684487293304
finkel,25,3,7,200,8000,40000,50,25441,20.899116367044762,8.777895815344904,13.357935269911788,-1.236714718211925,6,sampled..uniform,1.793938403,,3.5910912649654283
finkel,25,3,8,200,8000,40000,50,108239,8854778535005884e11,8854778535005884e11,13.683164499777606,-5.741386980138525,6,sampled..uniform,1.475232756,,12.661058287224842
finkel,25,3,9,200,8000,40000,50,154180,,,,,6,sampled..uniform,1.576109037,SingularException
finkel,25,3,10,200,8000,40000,50,149725,-50024841567802586e25,-50024841567802586e25,14.508052553229241,-10.097060112550285,6,sampled..uniform,1.286083476,,207.1431324870868
finkel,25,3,2,200,8000,40000,200,27566,1.5158188783362496,0.08360877102569578,1.1898262988618966,0.2423838084486573,1,sampled..uniform,4.720978815,,1.6058777762753695
finkel,25,3,3,200,8000,40000,200,13600,1.8916124987933651,0.5242220165912173,1.3798262420116028,-0.01243575980945491,1,sampled..uniform,4.959352843,,1.5855780526830563
finkel,25,3,4,200,8000,40000,200,13064,2.5314657370699756,1.0030127612714865,1.769598642635318,-0.2411456668368288,1,sampled..uniform,4.613900427,,1.8268611670236214
finkel,25,3,5,200,8000,40000,200,13330,6.591244773435748,1.3153619500920803,5.60611042129105,-0.3302275979473828,1,sampled..uniform,4.708141738,,1.758181553431114
finkel,25,3,6,200,8000,40000,200,13362,11.295407132589876,3.09240931749684,8.855149745033104,-0.6521519299400693,1,sampled..uniform,4.634137643,,1.7707916010733555
finkel,25,3,7,200,8000,40000,200,28587,20.39222018007661,8.963869825274028,12.61962382056888,-1.1912734657662976,1,sampled..uniform,4.276251784,,3.8815662145091903
finkel,25,3,8,200,8000,40000,200,315301,15993326701346046e11,15993326701346046e11,12.848500397683136,-9.138997487004675,1,sampled..uniform,4.333312514,,14.00652572386216
finkel,25,3,9,200,8000,40000,200,513418,22236361080210373e10,22236361080210373e10,12.471344562549072,-6.6954605854580045,1,sampled..uniform,3.818943191,,52.7832846527853
finkel,25,3,10,200,8000,40000,200,507712,,,,,1,sampled..uniform,3.264447055,SingularException
finkel,25,3,2,200,8000,40000,200,26440,0.49703635276203495,0.1348700961914939,0.2608645622863027,0.10130169428423834,2,sampled..uniform,4.759522342,,1.543103365564267
finkel,25,3,3,200,8000,40000,200,15339,1.9744095791590193,0.38730912273045937,1.5297448408521603,0.057355615576399614,2,sampled..uniform,4.68579448,,1.5703421854374517
finkel,25,3,4,200,8000,40000,200,12968,2.8188890389465397,0.917880586864474,2.078392260431344,-0.17738380834927833,2,sampled..uniform,4.989031192,,1.716399914490625
finkel,25,3,5,200,8000,40000,200,12555,6.959008440625766,1.5382937206832161,5.834059400054923,-0.4133446801123733,2,sampled..uniform,5.127048161,,1.8883743083511222
finkel,25,3,6,200,8000,40000,200,13008,12.89162936091721,2.3235298782934777,11.098830403260372,-0.5307309206366374,2,sampled..uniform,4.91044572,,1.7241379373391255
finkel,25,3,7,200,8000,40000,200,28167,25.29630933716158,11.257588967339212,15.243037425230968,-1.204317055408597,2,sampled..uniform,4.44383095,,3.4840482865518454
finkel,25,3,8,200,8000,40000,200,343859,75.13018009791597,64.47041248944251,12.656998232139326,-1.9972306236658792,2,sampled..uniform,4.310669911,,14.486393834634468
finkel,25,3,9,200,8000,40000,200,505753,,,,,2,sampled..uniform,3.949710009,SingularException
finkel,25,3,10,200,8000,40000,200,530225,-8493082507790798e26,-8493082507790798e26,19.406996525909605,-6.812501370703199,2,sampled..uniform,3.276973133,,216.62668894814874
finkel,25,3,2,200,8000,40000,200,27190,1.1812401658907514,0.23996023259865298,0.7912981470266272,0.14998178626547137,4,sampled..uniform,5.089692271,,1.6292365598603136
finkel,25,3,3,200,8000,40000,200,14483,1.9947204976073079,0.486151150032075,1.5508712315465367,-0.042301883971304015,4,sampled..uniform,4.760040904,,1.5639354356722077
finkel,25,3,4,200,8000,40000,200,12733,2.7461592740808465,1.1941225950458019,1.859629382264624,-0.30759270322957927,4,sampled..uniform,4.706731769,,1.6965441046520604
finkel,25,3,5,200,8000,40000,200,12993,6.387352636175924,1.514694733456766,5.310809887783746,-0.4381519850645869,4,sampled..uniform,4.802046203,,1.6647456765715207
finkel,25,3,6,200,8000,40000,200,13039,12.22515858251349,2.54100654165904,10.265133107031732,-0.5809810661772804,4,sampled..uniform,4.551413079,,1.745176636870318
finkel,25,3,7,200,8000,40000,200,33516,22.69856194934914,12.280222222164301,11.610376411236441,-1.1920366840516,4,sampled..uniform,4.540955874,,3.7742753320728575
finkel,25,3,8,200,8000,40000,200,352606,431.7939821327877,415.25450505133955,18.59950235039829,-2.0600252689502,4,sampled..uniform,4.224780169,,13.76624912881867
finkel,25,3,9,200,8000,40000,200,497131,1247330501913332e10,1247330501913332e10,14.681333907926348,-6.598333756634896,4,sampled..uniform,3.673025211,,52.60205849592792
finkel,25,3,10,200,8000,40000,200,540469,-2907338175042585e26,-2907338175042585e26,10.921047925150813,-13.770639107147733,4,sampled..uniform,3.349468189,,216.34142206883453
finkel,25,3,2,200,8000,40000,200,26114,0.7252901796442552,0.07077492711780764,0.4720185753234494,0.18249667720299817,6,sampled..uniform,4.759907757,,1.5489634956341007
finkel,25,3,3,200,8000,40000,200,14737,1.9353679169318736,0.43273253508520415,1.433684605494391,0.06895077635227853,6,sampled..uniform,5.091862116,,1.5646505704221432
finkel,25,3,4,200,8000,40000,200,12925,2.4790953074453945,1.3899852497154535,1.5056823609966818,-0.4165723032667407,6,sampled..uniform,4.709097818,,1.8934731226737054
finkel,25,3,5,200,8000,40000,200,12927,6.830764603166641,1.5343900224347888,5.806769521349334,-0.5103949406174814,6,sampled..uniform,4.755583286,,1.8902061406108788
finkel,25,3,6,200,8000,40000,200,13085,16.730649939226392,1.9304380149187834,15.271939941917882,-0.4717280176102704,6,sampled..uniform,4.734383885,,1.8756811014276977
finkel,25,3,7,200,8000,40000,200,25941,27.98668641884445,16.931471591724343,12.23528137406121,-1.180066546941097,6,sampled..uniform,4.353110384,,3.672630070587451
finkel,25,3,8,200,8000,40000,200,297355,3659372761915697e11,3659372761915697e11,16.586664682626594,-5.642375778090054,6,sampled..uniform,4.41953422,,14.076705592999792
finkel,25,3,9,200,8000,40000,200,531189,22236361046454953e10,22236361046454953e10,16.049138900536075,-6.654863270278218,6,sampled..uniform,3.947176598,,50.39863954654916
finkel,25,3,10,200,8000,40000,200,537933,2432708462939228e11,2432708462939228e11,31.578643232329554,-14.557574332580153,6,sampled..uniform,3.452615789,,202.04431308340688
finkel,25,3,2,200,8000,40000,800,36761,0.9800433270562197,-0.06662391433469461,0.6767178855481744,0.36994935584273997,1,sampled..uniform,17.720579831,,1.8316029131773857
finkel,25,3,3,200,8000,40000,800,15919,2.1366349254298007,0.2870930671603137,1.7023962180679604,0.14714564020152723,1,sampled..uniform,17.022289671,,1.631865222069116
finkel,25,3,4,200,8000,40000,800,13828,2.5604597895219086,1.0376350126277125,1.7606695272875883,-0.23784475039339195,1,sampled..uniform,19.107399077,,1.950108258796402
finkel,25,3,5,200,8000,40000,800,14789,7.362581747221764,0.9477032946306392,6.507821861459024,-0.0929434088679009,1,sampled..uniform,17.627978234,,2.0251872481375965
finkel,25,3,6,200,8000,40000,800,14035,12.665085242004224,3.59894279233212,9.567235337006256,-0.5010928873341529,1,sampled..uniform,18.192692644,,2.023221753182103
finkel,25,3,7,200,8000,40000,800,36321,31.12613252296263,15.463386738982313,16.636401653129504,-0.9736558691491869,1,sampled..uniform,16.155573672,,3.8534586405814957
finkel,25,3,8,200,8000,40000,800,1013407,332.6239062660477,318.2493133755975,16.42435014827655,-2.0497572578264163,1,sampled..uniform,15.475107854,,14.086432290846297
finkel,25,3,9,200,8000,40000,800,1651472,680.8895329669787,664.3044238987632,19.512976532596504,-2.9278674643810785,1,sampled..uniform,13.796094129,,54.03625851312221
finkel,25,3,10,200,8000,40000,800,2097020,1160858889906088e11,1160858889906088e11,17.760941745802477,-14.239236327251202,1,sampled..uniform,11.63455353,,222.99118382402048
finkel,25,3,2,200,8000,40000,800,35386,1.0732345022372876,0.09908700694720532,0.7134433054483048,0.26070418984177746,2,sampled..uniform,17.484577926,,1.8807860042155815
finkel,25,3,3,200,8000,40000,800,16331,2.2842912716856336,0.15701081706986272,1.8563859727859329,0.27089448182983783,2,sampled..uniform,17.695827409,,1.930070051720723
finkel,25,3,4,200,8000,40000,800,14311,2.6192421946717026,0.8623915527948739,1.887419744489214,-0.13056910261238502,2,sampled..uniform,17.12901392,,2.021973696814906
finkel,25,3,5,200,8000,40000,800,13796,5.722712021253372,1.300011726508925,4.668277301030384,-0.24557700628593887,2,sampled..uniform,18.506929135,,1.9911651929611451
finkel,25,3,6,200,8000,40000,800,13443,12.956208538513511,2.152406382437688,11.268008701379296,-0.46420654530347527,2,sampled..uniform,18.775691853,,1.8033181118191757
finkel,25,3,7,200,8000,40000,800,33403,23.567437234371578,11.674869011932195,12.966209094946976,-1.0736408725075912,2,sampled..uniform,16.731352258,,3.7286050584211767
finkel,25,3,8,200,8000,40000,800,991023,168.6336214474877,156.89354254329672,13.68578623491575,-1.9457073307247825,2,sampled..uniform,15.638369685,,14.463037202008552
finkel,25,3,9,200,8000,40000,800,1636655,14885497890602078e10,14885497890602078e10,17.488918334162836,-6.62588285348412,2,sampled..uniform,13.282872032,,52.31604537411985
finkel,25,3,10,200,8000,40000,800,2231393,-28051417035004447e27,-28051417035004447e27,16.81051223020567,-6.579520021391008,2,sampled..uniform,12.070196702,,210.44545065076971
finkel,25,3,2,200,8000,40000,800,35110,0.9184403479338386,0.22333808508719216,0.4599893653295437,0.23511289751710268,4,sampled..uniform,17.290068808,,1.8072958775351282
finkel,25,3,3,200,8000,40000,800,17858,2.456759828089887,0.03323456895849283,2.0882939874173303,0.3352312717140637,4,sampled..uniform,16.851607438,,2.147817609153402
finkel,25,3,4,200,8000,40000,800,14585,2.5043507671515295,0.634001401901193,1.8267488510434282,0.04360051420690823,4,sampled..uniform,17.829803796,,1.983268204653016
finkel,25,3,5,200,8000,40000,800,13933,7.094735895185059,1.4257141240588624,5.979555309650121,-0.310533538523924,4,sampled..uniform,17.040577282,,2.0553284186517864
finkel,25,3,6,200,8000,40000,800,13908,16.078114643797843,1.4767909446552157,14.87127582467561,-0.2699521255329803,4,sampled..uniform,16.960206588,,1.8612024933264075
finkel,25,3,7,200,8000,40000,800,32375,18.597188585983318,6.583950327929887,13.090342866745285,-1.0771046086918525,4,sampled..uniform,15.781730521,,3.231123417829484
finkel,25,3,8,200,8000,40000,800,869676,26459310133844033e10,26459310133844033e10,16.215774858627107,-8.947369554596388,4,sampled..uniform,14.701053279,,11.944332914728712
finkel,25,3,9,200,8000,40000,800,1544033,10778029449058437e11,10778029449058437e11,13.332609025444143,-10.31034050440607,4,sampled..uniform,12.884997295,,48.91202147262597
finkel,25,3,10,200,8000,40000,800,2185554,11458406601300659e11,11458406601300659e11,36.95290202967715,-11.067506978214356,4,sampled..uniform,11.678049903,,207.27833313703036
finkel,25,3,2,200,8000,40000,800,34644,1.2458347935396132,-0.0010121510156303193,0.9434474643415754,0.30339948021366825,6,sampled..uniform,18.113145791,,1.7432064985116675
finkel,25,3,3,200,8000,40000,800,14370,2.026118252551469,0.33104948977638204,1.538691461718731,0.15637730105635617,6,sampled..uniform,17.135368452,,1.6823835945793244
finkel,25,3,4,200,8000,40000,800,13413,2.778788925382912,0.7021953983827296,2.1794578403438023,-0.10286431334362038,6,sampled..uniform,17.003160716,,1.9034657703132907
finkel,25,3,5,200,8000,40000,800,13944,8.063786982097568,1.1424750795238021,7.162324165787388,-0.2410122632136214,6,sampled..uniform,17.369503186,,1.9849323041189673
finkel,25,3,6,200,8000,40000,800,14139,12.59908595597065,2.0086105309095,11.040859700256012,-0.4503842751948624,6,sampled..uniform,16.690672188,,1.7570432921581798
finkel,25,3,7,200,8000,40000,800,30799,20.03270589144516,4.944422001947804,16.13818752834605,-1.0499036388486922,6,sampled..uniform,15.818244257,,3.396158720004045
finkel,25,3,8,200,8000,40000,800,817027,136.34589388195656,125.94888720695216,12.335237917425609,-1.938231242421213,6,sampled..uniform,14.585948087,,12.835205802904243
finkel,25,3,9,200,8000,40000,800,1792904,4768085925155052e10,4768085925155052e10,16.550754317443527,-9.625846585029251,6,sampled..uniform,13.677057648,,50.663375459214784
finkel,25,3,10,200,8000,40000,800,1939441,-24019992982190148e42,-24019992982190148e42,9.45355830226534,-6.916786324658235,6,sampled..uniform,11.543947586,,205.9747353216319
ideal,25,1,1,500,50000,250000,0,0,0.04198896655856971,-0.00907045480926566,0.01130068265197829,0.039758738715857084,0,none,,,2.4110670958608473
particle,25,1,1,500,50000,250000,0,0,15160246540995319e-21,-0.0018468538766826526,3824062470766816e-21,0.001858190060752881,0,none,,,2.3946853627466385
franken,25,1,1,500,50000,250000,0,0,9861080769952798e-20,0.002950177811917032,30909328467506014e-21,-0.0028824763326850103,0,none,,,2.389933532370224
ideal,25,1,2,500,50000,250000,0,0,0.044840213479042317,0.09701294367210031,0.021822248964345176,-0.07399497915740318,0,none,,,1.7654765030630841
particle,25,1,2,500,50000,250000,0,0,3.5285441743707437,-0.7194064840624637,3.036053926509749,1.2118967319234584,0,none,47.452119541,,4.244430518464464
franken,25,1,2,500,50000,250000,0,0,3.5029372179293374,-0.7152702719350448,3.0141740360935234,1.2040334537708592,0,none,9.309989923,,4.228893276390525
ideal,25,1,3,500,50000,250000,0,0,0.06576979252518474,0.1313370459669114,0.02343945323868165,-0.08900670668040832,0,none,,,2.603430340507913
particle,25,1,3,500,50000,250000,0,0,6.197084213998306,-0.40384130720577854,5.717430819189416,0.8834947020146682,0,none,46.2794417,,4.841316786592464
franken,25,1,3,500,50000,250000,0,0,5.252728608924573,-0.3897085155499025,4.801733143174191,0.8407039813002848,0,none,9.50651225,,4.456253430691459
ideal,25,1,4,500,50000,250000,0,0,0.10031728773135899,0.09165289025185644,0.072537149964333,-0.06387275248483043,0,none,,,3.5019903446030964
particle,25,1,4,500,50000,250000,0,0,8.113510869438215,0.14930415235448377,7.594120555190976,0.3700861618927552,0,none,57.848874177,,4.508924491852401
franken,25,1,4,500,50000,250000,0,0,5.531550147498657,-0.22890753175205228,5.037712428547753,0.7227452507029579,0,none,9.360801162,,4.063970830176641
ideal,25,1,5,500,50000,250000,0,0,0.1008871078074011,0.06860761218335365,0.06422896823735622,-0.03194947261330879,0,none,,,8.729080543866736
particle,25,1,5,500,50000,250000,0,0,17.94435862471849,-0.03049966453671546,17.455010449635083,0.5198478396201179,0,none,30.985453494,,7.718490445223361
franken,25,1,5,500,50000,250000,0,0,17.05563410640544,-0.13427083453529023,16.529072377231422,0.6608325637093038,0,none,9.165600444,,6.703476897487185
finkel,25,1,2,500,50000,250000,1,530,0.52130821676928,0.7103839385645772,0.15364873761363018,-0.3427244594089275,1,sampled..uniform,4.315409734,,1.3621703120772382
finkel,25,1,3,500,50000,250000,1,787,1.5255078008874448,1.4995606050421828,0.6693239317414719,-0.6433767358962097,1,sampled..uniform,4.119658661,,1.2256025247634301
finkel,25,1,4,500,50000,250000,1,1182,2.3915291142220383,1.8315601089279412,1.2766140801408132,-0.7166450748467164,1,sampled..uniform,4.162481094,,1.016699908738242
finkel,25,1,5,500,50000,250000,1,1670,5.000431073442338,2.0660739525064598,3.6888121876261217,-0.7544550666902432,1,sampled..uniform,4.142642667,,1.2773188223862404
finkel,25,1,2,500,50000,250000,1,541,0.4715946436872275,0.6827917855215638,0.12673864361343784,-0.33793578544777425,2,sampled..uniform,4.137750351,,1.37101597391585
finkel,25,1,3,500,50000,250000,1,772,1.5743566992345093,1.5580797911321036,0.6570330913983778,-0.6407561832959718,2,sampled..uniform,4.166477348,,1.1907862878329136
finkel,25,1,4,500,50000,250000,1,1074,2.3770654965889277,1.876649051581269,1.2157514911935237,-0.7153350461858653,2,sampled..uniform,3.947180616,,1.0304321578617635
finkel,25,1,5,500,50000,250000,1,1514,5.41687322824738,2.3231093761228183,4.011794390145152,-0.9180305380205908,2,sampled..uniform,4.093987907,,1.3691304965375473
finkel,25,1,2,500,50000,250000,1,541,0.5319276318388064,0.740521461839964,0.1300920255881121,-0.3386858555892697,4,sampled..uniform,4.223438666,,1.391534843247127
finkel,25,1,3,500,50000,250000,1,811,1.5717090517250165,1.4415818409461445,0.6954814760184613,-0.5653542652395892,4,sampled..uniform,4.092569866,,1.193313478795846
finkel,25,1,4,500,50000,250000,1,1150,2.461397891983446,1.947909265521089,1.2370585014765436,-0.7235698750141861,4,sampled..uniform,3.930324029,,1.0043426318061277
finkel,25,1,5,500,50000,250000,1,1636,6.267392619458062,2.3669038447323594,4.817604020081728,-0.917115245356025,4,sampled..uniform,4.060190008,,1.3350695895457116
finkel,25,1,2,500,50000,250000,10,13216,0.4881387172702453,0.38276882324116146,0.20376992835478144,-0.09840003432569747,1,sampled..uniform,5.01511984,,1.4798162988055372
finkel,25,1,3,500,50000,250000,10,18293,1.4706056243994734,0.9704701226294009,0.8617124532694445,-0.3615769514993718,1,sampled..uniform,4.833189268,,1.2722915077611525
finkel,25,1,4,500,50000,250000,10,19338,2.5714384339549565,1.2605768427995128,1.7280539434158617,-0.41719235226041823,1,sampled..uniform,4.540740085,,1.2231613111035786
finkel,25,1,5,500,50000,250000,10,21566,5.725973979678225,1.74077886983606,4.649647400305833,-0.6644522904636688,1,sampled..uniform,4.658962098,,1.3585669603310686
finkel,25,1,2,500,50000,250000,10,13095,0.4101000981268098,0.38154540228287903,0.17675553440151537,-0.14820083855758465,2,sampled..uniform,4.813977913,,1.4273052457185567
finkel,25,1,3,500,50000,250000,10,18627,1.5062520082384456,0.931293352890249,0.9188535712669995,-0.3438949159188027,2,sampled..uniform,4.820775689,,1.251911317115394
finkel,25,1,4,500,50000,250000,10,19527,2.550878039811797,1.2597182455351617,1.7125952552991586,-0.4214354610225231,2,sampled..uniform,4.549466244,,1.205819589108026
finkel,25,1,5,500,50000,250000,10,21610,6.4583322109609975,1.781917929659023,5.28414923127071,-0.6077349499687368,2,sampled..uniform,4.766404395,,1.3601111411872047
finkel,25,1,2,500,50000,250000,10,13628,0.4509680866834509,0.41379242123238014,0.16946912249241075,-0.13229345704133993,4,sampled..uniform,4.74107655,,1.443255829660763
finkel,25,1,3,500,50000,250000,10,18571,1.5013034159292422,1.0108822847984977,0.8730653719134934,-0.3826442407827492,4,sampled..uniform,4.798814057,,1.2750943420283805
finkel,25,1,4,500,50000,250000,10,18864,2.394070066071067,1.3598899088372614,1.5192386970692406,-0.4850585398354349,4,sampled..uniform,4.691283779,,1.2093793354454452
finkel,25,1,5,500,50000,250000,10,21525,5.71630828269332,1.7794993798349108,4.548175281079896,-0.6113663782214865,4,sampled..uniform,4.669781593,,1.414645994789687
finkel,25,1,2,500,50000,250000,50,37467,0.494247097220737,0.11648382434342572,0.27997113982148775,0.09779213305582354,1,sampled..uniform,7.958926108,,1.6570754702395216
finkel,25,1,3,500,50000,250000,50,33135,1.6093739665794646,0.6199567728432496,1.140966922843114,-0.15154972910689932,1,sampled..uniform,7.992279393,,1.4498910118721566
finkel,25,1,4,500,50000,250000,50,29211,2.34965279656974,1.0498858734692846,1.5964831098148817,-0.29671618671442673,1,sampled..uniform,7.76683447,,1.4053393328820547
finkel,25,1,5,500,50000,250000,50,28540,5.992189069686644,1.2677758347593593,5.112509896300082,-0.3880966613727976,1,sampled..uniform,8.449316698,,1.53468136016371
finkel,25,1,2,500,50000,250000,50,37640,0.471398599158855,0.026784107245662908,0.2733575036157183,0.1712569882974737,2,sampled..uniform,8.084371542,,1.7210158862257892
finkel,25,1,3,500,50000,250000,50,32959,1.584160863432532,0.643380641147615,1.0716397821881034,-0.1308595599031867,2,sampled..uniform,8.061446011,,1.3844036347066087
finkel,25,1,4,500,50000,250000,50,29837,2.3356729205785967,1.0650941117648394,1.5226857571911196,-0.2521069483773623,2,sampled..uniform,7.903589837,,1.350397656550136
